X,Y,NOMBRE,CALLE,ALTURA,REPRES_TEC,TELEFONO,MAIL,NOM_GEO,COMUNAS,BARRIOS,SUMI_ELECT,POBLAC,GRUP_ELECT,SUMINISTR,ID
-58.4658414350408,-34.6254307060494,ARTIGAS,GRAL. JOSE G. DE ARTIGAS,"428",SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,"428 ARTIGAS, JOSE GERVASIO, GRAL.",Comuna 7,Flores,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"312"
-58.4760839454703,-34.6091041030752,RES. GER. CDH S.R.L.,GRAL. JOSE G. DE ARTIGAS,"1966",RIZZO MAXIMILIANO RAéL,4632-6031,inspeccioninmuebles@yahoo.com.ar,"1966 ARTIGAS, JOSE GERVASIO, GRAL.",Comuna 11,Villa Gral. Mitre,Edesur,,,,"313"
-58.5025733917991,-34.5779838284229,URGE,GRAL. JOSE G. DE ARTIGAS,"5393",RODRIGUEZ JOSE MARIA,15-6115-7062,josmar812003@yahoo.com.ar,"5393 ARTIGAS, JOSE GERVASIO, GRAL.",Comuna 12,Villa Pueyrredón,Edenor,,,,"314"
-58.4049213369722,-34.5960114576852,LAS LILAS,GRAL. LUCIO N.MANSILLA,"2632",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2632 MANSILLA, LUCIO NORBERTO, GENERAL",Comuna 2,Recoleta,Edesur - Edenor,,,,"315"
-58.4556387214567,-34.5783815847197,LOS ENEBROS S.A.,GREGORIA PEREZ,"3460",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,"3460 PEREZ, GREGORIA",Comuna 13,Colegiales,Edenor,,,,"316"
-58.4838225515432,-34.6558409986276,HOGAR SAN ANDRES,GREGORIO DE LAFERRERE,5045/51,ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"5045/51 LAFERRERE, GREGORIO de",Comuna 9,Mataderos,Edesur,,,,"317"
-58.4989598806771,-34.581539500226,AUGUSTUM,GRIVEO,"2475",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2475 GRIVEO,Comuna 12,Villa Pueyrredón,Edenor,S/D,NO,,"318"
-58.4212173350643,-34.6006838612008,EN FAMILIA,GUARDIA VIEJA,4038/40,LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,4038/40 GUARDIA VIEJA,Comuna 5,Almagro,Edesur,S/D,NO,,"319"
-58.4208793512005,-34.6007174921825,GER. EL REFUGIO,GUARDIA VIEJA,"4016",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,4016 GUARDIA VIEJA,Comuna 5,Almagro,Edesur,,,,"320"
-58.4291551904474,-34.5998194491276,DORA MERCEDES SPALT,GUARDIA VIEJA,"4563",ROMERO NESTOR DANIEL,"1559619164",nestoromero5@yahoo.com.ar,4563 GUARDIA VIEJA,Comuna 5,Almagro,Edesur,,,,"321"
-58.4304213078363,-34.6196763367538,CLINICA GER. GUAYAQUIL S.A,GUAYAQUIL,"143",MAGGIO FABIAN ALEJANDRO,155-0294-566,fmaggio@speedy.com.ar,143 GUAYAQUIL,Comuna 6,Caballito,Edesur,,,,"322"
-58.4463853035612,-34.5885782103598,CLUB TINITENSE RES. ASTURIANA,GUEVARA,"34",NOEL LEONARDO OSCAR,4943-6310/1565636929,leo@leonoel.com.ar,34 GUEVARA,Comuna 15,Chacarita,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"323"
-58.4492568373599,-34.5872918122151,LOPEZ SILVANA CENTRO GER. DORREGO SRL,GUEVARA,"311",GARCÖA NORBERTO G.,,ngarcia@gmasociados.com.ar,311 GUEVARA,Comuna 15,Chacarita,Edenor,,,,"324"
-58.4206019396918,-34.5827383911501,ALTOS DEL BOTANICO SRL,GURRUCHAGA,2458/62,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2458/62 GURRUCHAGA,Comuna 14,Palermo,Edenor,S/D,NO,,"325"
-58.518834057955,-34.6012607668592,EL HOGAR DE LOS ABUELOS,HABANA,"4452",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,4452 HABANA,Comuna 11,Villa Devoto,Edesur,S/D,NO,,"326"
-58.517266070053,-34.6001810194245,LA MISION,HABANA,"4321",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,4321 HABANA,Comuna 11,Villa Devoto,Edesur,S/D,NO,,"327"
-58.4965662314166,-34.5971878782821,GER. DEL ROSARIO,HELGUERA,3458/60,LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,3458/60 HELGUERA,Comuna 11,Vlla Del Parque,Edesur,S/D,SI,,"328"
-58.4010393451592,-34.6110030930089,LAS CINCO PALMERA SRL,HIPOLITO YRIGOYEN,2452/2460,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2452/2460 YRIGOYEN, HIPOLITO",Comuna 3,Balvanera,Edesur,S/D,NO,,"329"
-58.4136116323527,-34.6127194294265,GER. DALMAU,HIPOLITO YRIGOYEN,"3314",ESPINOSA JOSE CARLOS,156-050-7553,ing.josecespinosa@gmail.com,"3314 YRIGOYEN, HIPOLITO",Comuna 5,Almagro,Edesur,,,,"330"
-58.4701860467179,-34.5770098245284,ESTABLECIMIENTO GER. NTRA SRA DE LOURDES,HOLMBERG,"1630",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1630 HOLMBERG,Comuna 15,Villa Ortuzar,Edenor,S/D,NO,,"331"
-58.4213759419371,-34.6018044642815,INST. GER. DEL SOL,HUMAHUACA,"4037",RASTELLI NESTOR,154-4789-660,rastellin@yahoo.com.ar,4037 HUMAHUACA,Comuna 5,Almagro,Edesur,,,,"332"
-58.4033114742716,-34.6225308346147,RES. GER. EL CALDEN,HUMBERTO 1§,"2745",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2745 HUMBERTO 1ø,Comuna 3,San Cristobal,Edesur,S/D,NO,,"333"
-58.4051995643575,-34.622839887473,PATRICIA MONICA KOSLOWSKI,HUMBERTO 1§,"2853",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,2853 HUMBERTO 1ø,Comuna 3,San Cristobal,Edesur,,,,"334"
-58.4095668557362,-34.6236447845084,SANTA PATRICIA,HUMBERTO 1§,"3140",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,3140 HUMBERTO 1ø,Comuna 3,San Cristobal,Edesur,S/D,SI,ESTABLECIMIENTO COMPLETO,"335"
-58.3794192236697,-34.6208657726639,INST. GER. 9 DE JULIO,HUMBERTO 1§,"953",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,953 HUMBERTO 1ø,Comuna 1,Constitución,Edesur,S/D,NO,,"336"
-58.5272164474293,-34.6416194017856,GUSTAVO OMAR CANOSA GER. NTRA SRA DE LUJAN,IBARROLA,"7177",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,7177 IBARROLA,Comuna 9,Liniers,Edesur,S/D,NO,,"337"
-58.4012194588814,-34.6300149268152,RES. GER. ANTA¥OS,INCLAN,"2625",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2625 INCLAN,Comuna 4,Parque Patricios,Edesur,S/D,NO,,"338"
-58.4875607646893,-34.5578165930072,GER. RENACER,JARAMILLO,"4464",BRULLO LEONARDO,"155-750-2204; 4307-2606",brullohsm@yahoo.com.ar,4464 JARAMILLO,Comuna 12,Saavedra,Edenor,,,,"339"
-58.4094586007474,-34.6053040709965,SARITA COLONIA,JEAN JAURES,"398",GOMEZ NESTOR OMAR,155-429-2235,ngomez@agea.com.ar,"398 JAURES, JEAN",Comuna 3,Balvanera,Edesur,,,,"340"
-58.5074161504333,-34.6009226925266,ENRIQUE CLAUDIO TOPPANO,JOAQUIN V. GONZALEZ,"3691",CISNEROS NILDA JUSTA,"1540484958",dalnijc@yahoo.com.ar,"3691 GONZALEZ, JOAQUIN V.",Comuna 11,Villa Devoto,Edesur,,,,"341"
-58.5094953767707,-34.598623393754,GLADYS BEATRIZ ALVAREZ,JOAQUIN V. GONZALEZ,4015 /17,CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,"4015 /17 GONZALEZ, JOAQUIN V.",Comuna 11,Villa Devoto,Edesur,,,,"342"
-58.4945226617107,-34.6152866299109,EMERITA SA,JOAQUIN V. GONZALEZ,"1974",PLUTT MARCELO H.,,mplutt@hotmail.com,"1974 GONZALEZ, JOAQUIN V.",Comuna 10,Monte Castro,Edesur,,,,"343"
-58.4564029247245,-34.6309451582082,GER. DR DARDER,JOSE BONIFACIO,"2040",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,"2040 BONIFACIO, JOSE",Comuna 7,Flores,Edesur,,,,"344"
-58.4561970932766,-34.630783011744,GER. CONVIVENCIA,JOSE BONIFACIO,"2015",FEDERICO SANTIAGO RAUL,4506-5101 / 15-5654-7317,"info@naos-arquitectura.com.ar; sfederico.arq@gmail.com","2015 BONIFACIO, JOSE",Comuna 7,Flores,Edesur,,,,"345"
-58.4634760450125,-34.633133686323,RES. GER. DEL SOL SRL,JOSE BONIFACIO,"2568",FIGUEIRAS OMAR L.,1545-796397 - 4296-0969,omarfigueiras@yahoo.com.ar,"2568 BONIFACIO, JOSE",Comuna 7,Flores,Edesur,,,,"346"
-58.442186013348,-34.6613197772305,RES. GER. LA CASA DE MAMA,JOSE MARTI,"3133",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3133 MARTI, JOSE",Comuna 8,Villa Soldati,Edesur,S/D,NO,,"347"
-58.4686843000617,-34.6397652059889,RES. DI SALVO,JOSE MARTI,718/22,ROVENZANO SERGIO,155-1550741,higieneyseguridadslr@yahoo.com.ar,"718/22 MARTI, JOSE",Comuna 7,Flores,Edesur,,,,"348"
-58.5059949836027,-34.6035876489257,ESTABLECIMIENTO GER. GERUSIA II,JOSE PEDRO VARELA,"3845",VOLONT NESTOR HUGO,,volontenestor@gmail.com,"3845 VARELA, JOSE PEDRO",Comuna 11,Villa Devoto,Edesur,,,,"349"
-58.4760603473214,-34.6072043881903,LA NUEVA PRIMAVERA S.R.L.,JUAN AGUSTIN GARCIA,"2416",FRANZ GUSTAVO,4791-0556,gffranz@fibertel.com.ar,"2416 GARCIA, JUAN AGUSTIN",Comuna 11,Villa Gral. Mitre,Edesur,,,,"350"
-58.4275654751815,-34.5950914553012,DR. RICARDO OVEJERO,JULIAN ALVAREZ,"1180",MARASCO JOSE ENRIQUE,4629-2905,jemarasco@hotmail.com,"1180 ALVAREZ, JULIAN",Comuna 14,Palermo,Edenor,"25",NO,,"351"
-58.4177430865017,-34.5886410211182,GER. NTRA SRA DE GUADALUPE3 S A,JULIAN ALVAREZ,"2215",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,"2215 ALVAREZ, JULIAN",Comuna 14,Palermo,Edenor,,,,"352"
-58.4382495286684,-34.6019695937069,DEL JAZMIN,JULIAN ALVAREZ,"224",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"224 ALVAREZ, JULIAN",Comuna 15,Villa Crespo,Edesur,S/D,NO,,"353"
-58.404080240229,-34.5898053338031,MEDIGER SRL,JUNCAL,"2676",PADILLA JAVIER SANTIAGO,4961-9056,gestion@capacitarweb.com.ar,2676 JUNCAL,Comuna 2,Recoleta,Edesur - Edenor,,,,"354"
-58.3794287068019,-34.592826565323,MIAMI HOUSE SRL,JUNCAL,"857",KURZ CARLOS,"48625282",siarthys@speedy.com.ar,857 JUNCAL,Comuna 1,Retiro,Edesur,,,,"355"
-58.4641739954471,-34.5665218973696,ESTABLECIMIENTO GER.,JURAMENTO,"3184",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,3184 JURAMENTO,Comuna 13,Belgrano,Edenor,"18",NO,,"356"
-58.4521214405424,-34.5636709093248,GER. RES. DEL SOL S.R.L.,LA PAMPA,"2184",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,2184 LA PAMPA,Comuna 13,Belgrano,Edenor,,,,"357"
-58.461192441847,-34.5688504374265,FERNANDEZ BEATRIZ AURELIA,LA PAMPA,"3119",GOMEZ DANIEL A.,"1540716629",gomez_daniel28@yahoo.com.ar,3119 LA PAMPA,Comuna 13,Belgrano,Edenor,"20",NO,,"358"
-58.4819319845035,-34.5807800534603,LA PAMPA 5277 SRL,LA PAMPA,"5277",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,5277 LA PAMPA,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"359"
-58.4668927492207,-34.6334435638386,HOGAR SAN GENARO I,LAFUENTE,"248",CASTRO mario gabriel,156-496-6758,castromariog@gmail.com,248 LAFUENTE,Comuna 7,Flores,Edesur,,,,"360"
-58.4674707836302,-34.6323851594316,GER. VIRGEN DE POMPEYA DE FELMA S.R.L.,LAFUENTE,"153",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,153 LAFUENTE,Comuna 7,Flores,Edesur,,,,"361"
-58.4765029638103,-34.6421875340378,NUESTROS ABUELOS,LAGUNA,"852",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,852 LAGUNA,Comuna 9,Parque Avellaneda,Edesur,S/D,NO,,"362"
-58.5117521554635,-34.6438045832573,NTRA SE¥ORA DE LUJAN S.R.L,LARRAZABAL,"451",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,451 LARRAZABAL,Comuna 9,Liniers,Edesur,,,,"363"
-58.5051341654444,-34.5770046538616,GER. EL SOL,LARSEN,"2594",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,2594 LARSEN,Comuna 12,Villa Pueyrredón,Edenor,"42",NO,,"364"
-58.4247446327554,-34.6455150904101,SANTA PAULA,LAS PALMAS,"2452",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2452 LAS PALMAS,Comuna 4,Nueva Pompeya,Edesur,S/D,NO,,"365"
-58.4535018810056,-34.6361548635911,RINCONCITO DE LUZ,LAUTARO,"845",PICK PATRICIA,"154-400-0847;4702-6493",patriciapick@fibertel.com.ar,845 LAUTARO,Comuna 7,Flores,Edesur,,,,"366"
-58.4249081466872,-34.5944625377345,RES. GER. SAN GABRIEL,LAVALLEJA,"1352",ARIAS ANDRES LEONARDO,,hg_argentina@yahoo.com.ar,1352 LAVALLEJA,Comuna 14,Palermo,Edenor,S/D,NO,,"367"
-58.4965186140411,-34.6038449664266,RES. GER. DE VILLA DEL PARQUE,LAVALLOL,"2851",ESPINOSA JOSE CARLOS,156-050-7553,ing.josecespinosa@gmail.com,2851 LLAVALLOL,Comuna 11,Vlla Del Parque,Edesur,,,,"368"
-58.4215275891627,-34.6108418213413,EL SOLAR DE DON BOSCO,LEZICA,"3917",MARASCO JOSE ENRIQUE,4629-2905 1554704530,jemarasco@hotmail.com,3917 LEZICA,Comuna 5,Almagro,Edesur,"38",NO,,"369"
-58.4247650537217,-34.6118379125719,ANTONPV POPOW ROSSETTI PABLO SH,LEZICA,"4142",GOMEZ DANIEL A.,"1540716629",gomez_daniel28@yahoo.com.ar,4142 LEZICA,Comuna 5,Almagro,Edesur,"25",NO,,"370"
-58.5178994721863,-34.6489146483484,MI SEGUNDO HOGAR,LISANDRO DE LA TORRE,"938",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"938 DE LA TORRE, LISANDRO",Comuna 9,Liniers,Edesur,S/D,NO,,"371"
-58.4952949498896,-34.6232625091157,GER. SAN CAYETANO,LOBOS,"475",COLLADO RODRIGO,155-893-8506,sanglarcollado@gmail.com,475 LOBOS,Comuna 10,Floresta,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"372"
-58.4437092385095,-34.5878817646961,GERIATRIKA S.R.L. HOGAR LOYOLA,LOYOLA,"1545",GORRIZ JUAN CRUZ,,juancgorriz@gmail.com,1545 LOYOLA,Comuna 15,Chacarita,Edenor,,,,"373"
-58.4737445017349,-34.577868160171,RES. DEL LIBERTADOR S.R.L.,LUGONES,"1678",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,1678 LUGONES,Comuna 15,Villa Ortuzar,Edenor,,,,"374"
-58.5293169704631,-34.6215701853156,ALICIA N SEPULVEDA,M. PORCEL DE PERALTA,1473/75,ROMERO NESTOR DANIEL,"1559619164",nestoromero5@yahoo.com.ar,"1473/75 PORCEL DE PERALTA, MANUEL",Comuna 10,Villa Real,Edesur,,,,"375"
-58.4670199425881,-34.5590027821262,GERONTA S.A.,MANUEL UGARTE,"2954",VITA EDUARDO,4790-4399,sivid@fibertel.com.ar,"2954 UGARTE, MANUEL",Comuna 13,Belgrano,Edenor,,,,"376"
-58.4660108717058,-34.5583539948524,NUEVA VIDA Y NUEVO HOGAR S.A.,MANUEL UGARTE,"2845",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"2845 UGARTE, MANUEL",Comuna 13,Belgrano,Edenor,S/D,NO,,"377"
-58.4656956332858,-34.5456015001821,GER. MANZANARES DEL SOL,MANZANARES,"2036",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,2036 MANZANARES,Comuna 13,Nuñez,Edenor,S/D,NO,,"378"
-58.4992265655974,-34.6389832549415,HOGAR MIS ABUELAS,MANZONI,"121",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,121 MANZONI,Comuna 10,Villa Luro,Edesur,S/D,NO,,"379"
-58.4902063516481,-34.6046230126228,RES. GER. TERCERA EDAD,MARCOS SASTRE,"3073",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,"3073 SASTRE, MARCOS",Comuna 11,Vlla Del Parque,Edesur,S/D,NO,,"380"
-58.4767191464211,-34.63848525134,EL JARDIN DE LA ARMONIA,MARIANO ACOSTA,"515",BOURET CARLOS,4631-8409,cabouret@gmail.com,"515 ACOSTA, MARIANO",Comuna 9,Parque Avellaneda,Edesur,,,,"381"
-58.4802874308712,-34.6356839015798,ANTUAL S.R.L,MARIANO ACOSTA,"171",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,"171 ACOSTA, MARIANO",Comuna 10,Velez Sarsfield,Edesur,,,,"382"
-58.4163712571927,-34.6019187304092,LA CASA DE MIS ABUELOS,MARIO BRAVO,651 - 655,BERCOVSKY JORGE EDUARDO,155-827-0062,jorgeberco@yahoo.com.ar,"651 - 655 BRAVO, MARIO",Comuna 5,Almagro,Edesur,,,,"383"
-58.4607529086372,-34.567238872868,GER. MODELO DEL PALMAR S.A.,SUCRE,3001/29,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,"3001/29 SUCRE, ANTONIO JOSE de, Mcal.",Comuna 13,Belgrano,Edenor,S/D,NO,,"384"
-58.4498885370216,-34.5608113801199,STELLA MARIS,MCAL ANTONIO JOSE DE SUCRE,"1835",DALMASSO JUAN CARLOS,15-5726-7345/4786-3741,jcdalmasso@nat-safety.com,"1835 SUCRE, ANTONIO JOSE de, Mcal.",Comuna 13,Belgrano,Edenor,,,CAMBIO DE REPRESENTANTE TÉCNICO,"385"
-58.4744555538174,-34.6420235079799,GER. HERIBERTO ROMAN MERCADO ROMERO,MARTINEZ CASTRO,"828",VACA VILLARROEL MAURO HUGO,15-5041-0924,vacavi@uolsinectis.com.ar,828 MARTINEZ CASTRO,Comuna 9,Parque Avellaneda,Edesur,,,,"386"
-58.4399513931067,-34.5700014801843,GER. SAN BENITO DEL PILAR,MAURE,"2175",ARIAS ANDRES LEONARDO,,hg_argentina@yahoo.com.ar,2175 MAURE,Comuna 14,Palermo,Edenor,S/D,NO,,"387"
-58.4158447528247,-34.614854688872,SUCESION DE M G DE CANALE,MAZA,336/42,SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,336/42  MAZA,Comuna 5,Almagro,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"388"
-58.4146252424495,-34.6254281013895,SAGRADA FAMILIA,MAZA,"1210",CUENCA GUILLERMO JUAN,4797-8032,guillermocuenca@gmail.com,1210 MAZA,Comuna 5,Boedo,Edesur,,,,"389"
-58.4155837628109,-34.6165061041075,JAVIER LEANDRO AISEMBERG,MAZA,"456",STRAFACE GABRIEL,"4521-2197; 4521-7033",info@asesorarweb.com,456 MAZA,Comuna 5,Almagro,Edesur,,,,"390"
-58.4754726483933,-34.6510264266872,INST. GER. SAN LUCAS,MEDINA,"1650",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1650 MEDINA,Comuna 9,Parque Avellaneda,Edesur,S/D,NO,,"391"
-58.4773684478559,-34.5584453467958,OYOLI S.A.,MELIAN,"3250",ZWIEBEL MARCELO,47035994/96,info@mzconsultores.com.ar,3250 MELIAN AV.,Comuna 12,Coghlan,Edenor,,,,"392"
-58.4853687938279,-34.5977669820293,OSVALDO MARCELINO CONDE,MELINCUE,2480/82,MARQUES DIAS RAFAEL GUSTAVO,46298461 ( 1545314674),primaconsultores@uolsinectis.com.ar,2480/82 MELINCUE,Comuna 11,Vlla Del Parque,Edesur,,,,"393"
-58.4884284704022,-34.599485761256,SAN CARLOS,MELINCUE,"2723",BERCOVSKY JORGE EDUARDO,155-827-0062,jorgeberco@yahoo.com.ar,2723 MELINCUE,Comuna 11,Vlla Del Parque,Edesur,,,,"394"
-58.4505943864156,-34.6164064959124,RES. ARCO IRIS,MENDEZ DE ANDES,"1139",MARTINEZ ELISEO FRANCISCO,4628-8855,elicefranc@hotmail.com,1139 MENDEZ DE ANDES,Comuna 6,Caballito,Edesur,,,,"395"
-58.4847378100991,-34.6303678206148,LONG LIFE S.R.L.,MERCEDES,"350",BURGOS SERGIO FABIAN,4654-8721  154-0664364,sfburgos@gmail.com,350 MERCEDES,Comuna 10,Floresta,Edesur,,,,"396"
-58.4250044329584,-34.620374628915,A¥OS DORADOS,MEXICO,"4167",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,4167 MEXICO,Comuna 5,Almagro,Edesur,S/D,NO,,"397"
-58.4088392188885,-34.618494764033,VIRGEN DEL SOCORRO,MEXICO,"3061",ROMAGNOLI,"4301-6695;155-248-7652",gustavojromagnoli@speedy.com.ar,3061 MEXICO,Comuna 3,Balvanera,Edesur,,,,"398"
-58.5089654702222,-34.6256230632934,HOGAR SAN NICOLAS,MIRANDA,"5269",HERMIDA DIEGO RODOLFO,"1565206678",diego_hermida72@yahoo.com.ar,5269 MIRANDA,Comuna 10,Monte Castro,Edesur,"24",NO,,"399"
-58.4496326072766,-34.6245303796396,GER. ST. LUCAS S.R.L,MIRO,"54",MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,54 MIRO,Comuna 6,Caballito,Edesur,,NO,S/D,"400"
-58.4948433572777,-34.6281472951719,OLDRICK ROBERTSON,MOCTEZUMA,1010/14,CANCINA MIGUEL ANGEL,"154-949-9440;4621-5111",miguelangelcancina@yahoo.com.ar,1010/14 MOCTEZUMA,Comuna 10,Velez Sarsfield,Edesur,S/D,SI,"PLANTA BAJA, ALTA Y SECTOR FONDO","401"
-58.5026867420226,-34.6351127024655,"""MARIA ELENA FURIASE""",MOLIERE,"332",ROMERO NESTOR DANIEL,"1559619164",nestoromero5@yahoo.com.ar,332 MOLIERE,Comuna 10,Villa Luro,Edesur,,,,"402"
-58.4864279696551,-34.6447547985378,HERMANITAS DE LOS  ANCIANOS DESAMPARADOS,MORETO,"767",RAICH GUSTAVO CLAUDIO,155-1575716,g_raich@yahoo.com.ar,767 MORETO,Comuna 9,Parque Avellaneda,Edesur,,,,"403"
-58.4663169383184,-34.6222857632117,MAURA,MORON,"2432",SOUTO EDUARDO,154-141-4077,eduardosouto@speedy.com.ar,2432 MORON,Comuna 7,Flores,Edesur,,,CAMBIO DE REPRESENTANTE TÉCNICO,"404"
-58.4926776294514,-34.6301533243384,INST. BELLAFAY S.R.L,MORON,"4520",CERVERA ROBERTO HUGO,4545-7331,r_cervera@yahoo.com,4520 MORON,Comuna 10,Velez Sarsfield,Edesur,"65",NO,,"405"
-58.4736056857258,-34.6245033204086,HOGAR DE ANCIANOS MOSHABZEKENIM,MORON,2966/68,CASTRO mario gabriel,156-496-6758,castromariog@gmail.com,2966/68 MORON,Comuna 7,Flores,Edesur,,,,"406"
-58.4257857264988,-34.6260888609655,DULCE HOGAR I,MU¥IZ,"1009",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,1009 MU¥IZ,Comuna 5,Boedo,Edesur,S/D,NO,,"407"
-58.4224294423468,-34.6397294729085,SAN MARCOS,MU¥IZ,"2175",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,2175 MU¥IZ,Comuna 5,Boedo,Edesur,,,,"408"
-58.4943654663655,-34.5742217215129,PILAR VAZQUEZ LOPEZ DE VILARI¥O,NAHUEL HUAPI,"5581",CARNEVALE MABEL,5252-0909 / / 1552474239,arquitecta.mc@gmail.com,5581 NAHUEL HUAPI,Comuna 12,Villa Urquiza,Edenor,,,,"409"
-58.4999551623434,-34.5972813397678,RES. GER. NORMANDY,NAVARRO,"3277",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,3277 NAVARRO,Comuna 11,Villa Devoto,Edesur,S/D,NO,,"410"
-58.507695193047,-34.6020687886862,RES. PARA MAYORES EL PINAR DE DEVOTO,NAVARRO,"3895",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,3895 NAVARRO,Comuna 11,Villa Devoto,Edesur,S/D,NO,,"411"
-58.4383307868391,-34.6158958797704,EST. GER. SANTA ROSA DE LIMA,NEUQUEN,551/553,FABAL GUSTAVO,"1564817483",gustavofabal@yahoo.com.ar,551/553 NEUQUEN,Comuna 6,Caballito,Edesur,,,,"412"
-58.4345019032059,-34.5808200645367,PLAZA ITALIA DE SEBASTIµN MOREL,NICARAGUA,5701/11,MINOTTI CARLOS AGUSTÖN,4523-4889,carlosminotti@yahoo.com.ar,5701/11 NICARAGUA,Comuna 14,Palermo,Edenor,,,,"413"
-58.459265465468,-34.6077455934092,ALICIA ELBA DOTTI,NICASIO ORO¥O,"1538",ADRIANA MU¥IZ,"1561554283",aimuniz@hot.mail.com,"1538 ORO¥O, NICASIO",Comuna 6,Caballito,Edesur,,,,"414"
-58.4421524315219,-34.6270588258325,EN CASA,NICOLAS E. VIDELA,"530",BADALUCCO MARIANO,,consultoraprevention@gmail.com,"530 VIDELA, NICOLAS E.",Comuna 6,Caballito,Edesur,S/D,NO,,"415"
-58.4949609220261,-34.5645913200326,EL JARDÖN DE LOS ABUELOS,NU¥EZ,"5346",LIZASO ESTEBAN,"155-057-4121;4302-3345",hg_argentina@yahoo.com.ar,5346 NU¥EZ,Comuna 12,Villa Urquiza,Edenor,S/D,NO,,"416"
-58.456583487077,-34.5555674577341,ANGEL MIGUEL DELLA VECCNIA,OïHIGGINS,"2555",ALIMENA EDUARDO NAHUEL,154-421-9217,"nahuel@alimena.com.ar, lauraperezarias@sion.com",2555 O'HIGGINS,Comuna 13,Belgrano,Edenor,,,,"417"
